link,pred,prey,log10_ppmr
0,2.20804627643921e-4,2.50865225512611e-4,-0.05543229322827631
0,8.94759846433935e-5,2.50865225512611e-4,-0.44773397805911247
0,2.50865225512611e-4,2.50865225512611e-4,0
0,5.35782467475548e-4,2.50865225512611e-4,0.32954803362838736
0,7.11474224308155e-5,2.50865225512611e-4,-0.5472812935265385
0,4.18876134989354e-4,2.50865225512611e-4,0.2226451532469637
0,3.98766938745432e-5,2.50865225512611e-4,-0.7987213200303124
0,4.16964364574935e-4,2.50865225512611e-4,0.22065847566927993
0,1.50922294763019e-4,2.50865225512611e-4,-0.22068706436833893
0,1.30652153227862e-5,2.50865225512611e-4,-1.2833238928023971
0,3.91740381171809e-4,2.50865225512611e-4,0.19355787720121576
0,1.99564746542808e-4,2.50865225512611e-4,-0.09935663950854569
0,2.22900163471537e-4,2.50865225512611e-4,-0.051330077379740685
0,2.70286739993669e-4,2.50865225512611e-4,0.03238427578867998
0,1.99564746542808e-4,5.35782467475548e-4,-0.4289046731369331
0,7.11474224308155e-5,5.35782467475548e-4,-0.876829327154926
0,5.23166588876246e-4,5.35782467475548e-4,-0.010348497252838484
0,1.50922294763019e-4,5.35782467475548e-4,-0.5502350979967262
0,4.16964364574935e-4,5.35782467475548e-4,-0.10888955795910746
0,5.35782467475548e-4,5.35782467475548e-4,0
0,2.50865225512611e-4,5.35782467475548e-4,-0.32954803362838736
0,3.91740381171809e-4,5.35782467475548e-4,-0.13599015642717166
1,1.30652153227862e-5,5.35782467475548e-4,-1.6128719264307845
0,4.18876134989354e-4,5.35782467475548e-4,-0.10690288038142365
0,8.94759846433935e-5,5.35782467475548e-4,-0.7772820116874999
0,2.22900163471537e-4,5.35782467475548e-4,-0.3808781110081281
0,2.20804627643921e-4,5.35782467475548e-4,-0.3849803268566637
0,3.98766938745432e-5,5.35782467475548e-4,-1.1282693536586998
0,2.70286739993669e-4,5.35782467475548e-4,-0.29716375783970744
0,4.13797741074828e-5,4.13797741074828e-5,0
0,4.65423110224946e-4,4.13797741074828e-5,1.0510598285239285
0,3.15859852948221e-4,4.13797741074828e-5,0.8827063133265713
0,4.10674478417191e-5,4.13797741074828e-5,-0.003290401287314702
0,7.57683915187514e-5,4.13797741074828e-5,0.26269995222460724
0,2.68296997513154e-4,4.13797741074828e-5,0.8118276970306735
0,0.00889345949807735,4.13797741074828e-5,2.3322826160548233
0,1.82976232747384e-5,4.13797741074828e-5,-0.35439343375049925
0,5.64165292727672e-4,4.13797741074828e-5,1.13461824946133
0,0.00108406181070686,4.13797741074828e-5,1.4182659298599818
0,1.42462759417532e-4,4.13797741074828e-5,0.5369132365924623
0,2.92448753412681e-4,4.13797741074828e-5,0.8492616589675198
0,1.1374216147146,4.13797741074828e-5,4.439133361484824
0,9.07021016621533e-5,4.13797741074828e-5,0.34082923471296267
0,9.37626231878135e-4,4.13797741074828e-5,1.3552416335394297
0,4.27507367434747e-4,4.13797741074828e-5,1.0141554880098105
0,2.00984697887424e-4,4.13797741074828e-5,0.6863748778414881
0,0.0012576630375615,4.13797741074828e-5,1.48277618176636
0,3.30990442167077e-5,4.13797741074828e-5,-0.09697266245045971
0,2.86475886097282e-4,4.13797741074828e-5,0.8402999558954898
0,6.27269705674256e-5,4.13797741074828e-5,0.1806661980405053
0,5.54809414019099e-4,4.13797741074828e-5,1.12735570606354
0,4.38694702966577e-4,4.13797741074828e-5,1.0253742750146495
0,1.08898282658436e-4,4.13797741074828e-5,0.42023291540425634
0,2.63910552318931e-4,4.13797741074828e-5,0.8046686400751436
0,0.00108406181070686,2.63910552318931e-4,0.6135972897848383
0,0.0012576630375615,2.63910552318931e-4,0.6781075416912165
0,4.27507367434747e-4,2.63910552318931e-4,0.20948684793466696
